titulo,autor,variante_titulo,extension,distribuidor,materias,nota,detalles
"Solsona : dormir, menjar, copes?",Gremi d'Hostaleria del Solsonès,,1 plano,Gremi d'Hostaleria del Solsonès,,"Inserta: Relación de alojamientos, restaurantes, bares y lugares de interés, con su localización en el plano",col.
El Solsonès,Solsonès,,1 mapa,Turisme del Solsonès,Excursionismo -- Mapas,"Inserta: Pequeños mapas de localización en Cataluña, España y Europa; relación de rutas señaladas en el mapa",col.
Solsonès,Instituto Cartográfico y Geológico de Cataluña,,1 h.,ICGC,,Incluye mapa comarcal de Cataluña y mapa de los municipios del Solsonès,col.
Somontano de Barbastro y Sierra de Guara : mapa oriental,"Cruchaga, Luis Javier",,1 mapa,Editorial Pirineo,Excursionismo -- Mapas,,col.
Son Servera,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
Soneja,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
Sopela,Sopelana,,1 mapa,Sopelako Turismo Bulegoa = Oficina de Turismo de Sopela,,Inserta: Plano de metro,col.
Sopela,Sopelana,,1 mapa,Sopelako Turismo Bulegoa = Oficina de Turismo de Sopela,,Inserta: Plano de metro,col.
Sort,Instituto Cartográfico y Geológico de Cataluña,,1 mapa,ICGC,,Incluye pequeños mapas de espacios naturales protegidos y de hipsometría,col.
Spain : low flying chart : Europe,España,,1 carta aérea en 9 h.,"Ministerio de Defensa, Secretaría General Técnica",,Al verso: Clave por símbolos; información aeronáutica; frecuencias de aeropuerto,col.
Spain : low flying chart : Europe,España,,1 carta aérea en 9 h.,"Ministerio de Defensa, Secretaría General Técnica",,Al verso: Clave por símbolos; información aeronáutica; frecuencias de aeropuerto,col.
"Spaine Newly described, with many adictions, both in the attires of the people & the Setuations of their cheifest Cityes","Speed, John",,1 mapa,Centro Nacional de Información Geográfica,,,col.
Stadtplan von Nájera,La Rioja Turismo,,1 plano,La Rioja Turismo,,Inserta: Relación de lugares de interés con su localización en el plano,col.
La Subbética : punto [de] destino,Córdoba (Provincia),,1 mapa,Diputación de Córdoba,Excursionismo -- Mapas,"Inserta: Relación de senderos localizados en el mapa; pequeños mapas de localización en Andalucía, España y Europa",col.
Sucina,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
Surfers map UK : euskal kostaldea = costa vasca = basque coast,,,1 mapa,Loart Soluciones Publicitarias,Surf -- Mapas,Inserta: Número de emergencias,col.
Tabernas,España,,1 h.,"Ministerio de Defensa, Secretaría General Técnica",,,col.
Tafalla,Tafalla,,1 plano,Ayuntamiento de Tafalla,,"Incluye relación de monumentos, edificios y lugares de interés, servicios y equipamientos y alojamientos con su localización en el plano",col.
Tafalla,España,,1 h.,"Ministerio de Defensa, Secretaría General Técnica",,,col.
Tamarite de Litera = Tamarit de llitera,SR Mapes,Tamarit de llitera,1 plano,SR Mapes,,"Inserta: Mapa de comarcas de La Llitera con localización de Tamarite de Llitera; relación de servicios, equipamientos y lugares de interés con su localización en el plano; teléfonos de interés; callejero",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
"Tapia de Casariego, guía turística",Artes Gráficas Lucenses,,1 plano,[s.n.],,"Incluye información de Tapia de Casariego, ruta recomendada con sus lugares más destacados con su localización en el plano y fotografías",col.
Taradell,SR Mapes,,1 plano,SR Mapes,Comercios -- Planos,"Inserta: Relación de equipamientos y servicios con su localización en el plano; teléfonos de interés; lugares de interés con su localización en el plano; nomenclátor de calles; planos ampliados de Miranda de La Plana La Roca, Mont-rodon y Goitallops; mapa general de localización de las zonas urbanas",col.
Tarazona,España,,1 h.,"Ministerio de Defensa, Secretaría General Técnica",,,col.
Tarragona,Patronato Municipal de Turismo de Tarragona,,1 plano,Patronat Municipal de Turisme de Tarragona,,Inserta: Itinerarios históricos recomendados,col.
Tarragona,Patronato Municipal de Turismo de Tarragona,,1 plano,Patronat Municipal de Turisme de Tarragona,,Inserta: Itinerarios históricos recomendados,col.
Tarragona,Quim,,1 plano,+Ke Marketing,,Incluye resumen del programa de actos de las fiestas de Santa Tecla con su localización en el plano e información comercial que continúa al verso,col.
Tarragona : living history,Patronato Municipal de Turismo de Tarragona,,1 plano,Patronat Municipal de Turisme de Tarragona,,"Incluye monumentos, museos y lugares históricos de Tarragona, que continúan al verso, con fotografía y localización en el plano, plano del puerto de Tarragona, información turística y fotografías",col.
"Tarragona, Torredembarra, Salou",Instituto Cartográfico y Geológico de Cataluña,,1 h.,ICGC,Suelos -- Mapas -- Suelos -- Mapas -- Suelos -- Mapas,"Incluye esquema edafológico, esquema geológico y clasificación de los suelos",col.
Tàrrega,Instituto Cartográfico y Geológico de Cataluña,,1 mapa,ICGC,Suelos -- Mapas,"Incluye esquema edafológico, esquema geológico y clasificación de los suelos",col.
Temporada de pesca 2017,La Rioja (Comunidad Autónoma),,1 mapa,Gobierno de La Rioja,Pesca de agua dulce -- Mapas,"Incluye zonificación piscícola, información sobre cotos, embalses, cotos ciprínidos y cotos intensivos localizados en el mapa, sobre tramos con limitaciones especiales y ríos vedados",col.
Tenerife,Solynieve ediciones,,1 mapa,Solynieve ediciones,,Inserta: Plano de Santa Cruz de Tenerife. - Escala [ca. 1:10.000]; callejero de Santa Cruz de Tenerife,col.
Tenerife,Publicaciones Turquesa,,1 mapa,Publicaciones Turquesa,Senderismo -- Mapas -- Carreteras -- Mapas,Inserta: Puerto de la Cruz. - 17 x 21 cm; San Cristóbal de la Laguna. - 17 x 14 cm; Santa Cruz de Tenerife. - 21 x 21 cm; Los Cristianos. - 12 x 14 cm; Costa Adeje - Playa de las  Américas. - 10 x 22 cm; mapa de comunicaciones de las Islas Canarias; relación de espacios naturales y lugares de interés; tabla de distancias kilométricas; fotografías,col.
Terme municipal de Calafell i Segur de Calafell,SR Mapes,,1 plano,SR Mapes,Comercios -- Planos,Inserta: Relación de equipamientos y servicios con su localización en el plano,col.
Terme municipal de Castellbisbal,SR Mapes,,1 plano,SR Mapes,,Inserta: Mapa de localización en el Vallés Occidental,col.
Terme municipal de Fogars de la Selva,SR Mapes,,1 plano,SR Mapes,Comercios -- Planos,Al verso: Ampliación de los dos sectores urbanos del municipio; información general y lugares de interés de Fogars de la Selva; teléfonos de interés; fotografías,col.
Terme municipal de Sant Pere Pescador,SR Mapes,,1 plano,SR Mapes,,Inserta: Empresas de alojamiento turístico y restauración con su localización en el plano; ampliaciones de las urbanizaciones Mas Sopes y Bon Relax,col.
Terme municipal d'Orís (Osona),SR Mapes,,1 mapa,SR Mapes,,"Inserta: Relación de equipamientos y servicios, lugares de interés y restaurantes con su localización en el mapa; ampliaciones de las zonas de Can Branques y del Pelut",col.
Terrassa : plànol del centre de la ciutat,Terrassa,,1 plano,Ajuntament de Terrassa,,"Al verso: Mapa de accesos por carretera; teléfonos de emergencias; información de la oficina de turismo, museos, actividades y fiestas; fotografías",col.
Terrassa ; Sabadell,"Nin i Català, Josep",,2 mapas en 1 h.,Distrimapas-Telstar,,Inserta: Ampliación del centro urbano,"ambas caras, col."
Teruel,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
"Teverga : busca el Norte : Valles del oso, Asturias",Teverga,,1 mapa,Ayuntamiento de Teverga,Senderismo -- Mapas,Inserta: Ruta senda del oso; rutas de montaña; mapa de localización de Teverga en Asturias; fotografías,col.
Tierra Estella : mapa - guía = Lizarraldea : gida - mapa,Consorcio Turístico de Tierra Estella,Lizarraldea,1 mapa,Consorcio Turístico Tierra Estella,Excursionismo -- Mapas,"Inserta: Pequeños mapas de localización de Tierra Estella en Navarra, España y Europa y de comarcas de Navarra; distancias kilométricas entre Estella y otras capitales de provincia españolas",col.
Tineo : naturaleza a la carta,InterMapa,,1 mapa,Oficina de Turismo de Tineo,Senderismo -- Mapas,Inserta: Mapa de localización en Oviedo y España,col.
Tirteafuera,España,,1 h.,"Ministerio de Defensa, Secretaría General Técnica",,,col.
Tomelloso : todo a un paso : distancias y tiempos para llegar a todos los sitios andando,Tomelloso,,1 plano,Ayuntamiento de Tomelloso,,Inserta: Datos de contacto del ayuntamiento y la oficina de turismo,col.
Topographia de la Villa de Madrid,"Texeira, Pedro de",,1 plano,Centro Nacional de Información Geográfica,,"Inserta: Relación de las parroquias indicadas por clave alfabética y de los conventos, hospitales, ermitas, humilladeros y edificios más significativos con su localización en el plano",col.
"La toponímia del terme de Paterna, de 1.900 fins a 1.950","Guzmán i Miralles, Francesc",,208 p.,"Generalitat Valenciana, Conselleria d'Educació, Investigació, Cultura i Esport",Nombres geográficos -- Mapas,,principalmente mapas
Torelló,SR Mapes,,1 plano,SR Mapes,Comercios -- Planos,Inserta: Relación de lugares de interés con su localización en el plano,col.
Tornate al paradiso : cartina per viaggiare nelle Asturie,VinciDG,,1 mapa,Sociedad Pública de Gestión y Promoción Turística y Cultural del Principado de Asturias,,Inserta: Mapa de localización de municipios del Principado de Asturias,col.
Torrebarrio,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
Torredonjimeno,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
Torrefarrera,SR Mapes,,1 plano,SR Mapes,Comercios -- Planos,Inserta: Nomenclátor de calles; información comercial con su localización en el plano,col.
Torrelles de Foix : Alt Penedès,SR Mapes,,1 plano,SR Mapes,,Inserta: Callejero; teléfonos de interés; relación de servicios y equipamientos,col.
Torremendo,Instituto Geográfico Nacional (España),,1 h.,Centro Nacional de Información Geográfica,,,col.
"Torroella de Montgrí, L'Estartit",SR Mapes,,2 planos en 1 h.,SR Mapes,Comercios -- Planos -- Comercios -- Planos,Inserta: Relación de equipamientos y servicios municipales; callejero,col.
Tossa de Mar,Tossa de Mar,,1 plano,Oficina de Turisme,,"Incluye equipamientos, servicios y fotografías de lugares de interés con su localización en el plano",col.
Tossa de Mar,Tossa de Mar,,1 plano,Oficina de Turisme,,Incluye fotografías de monumentos y lugares de interés localizados en el plano,col.
